level,id,subtype,n,spearman,pearson,p_value,q_value,inference_note
per_gene,SYK,NA,26,0.6964,0.7359,7.762e-5,5.522e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYMPK,NA,30,0.5172,0.6149,0.003422,0.01076,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNCRIP,NA,30,0.471,0.5002,0.008618,0.02275,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNE1,NA,30,0.3184,0.3039,0.08643,0.1437,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNE2,NA,30,0.612,0.7574,3.256e-4,0.001717,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNGR1,NA,30,0.4265,0.3942,0.01877,0.04223,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNGR2,NA,30,0.5337,0.5452,0.002387,0.008094,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNJ2,NA,30,0.7295,0.7156,4.799e-6,6.415e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNJ2BP,NA,30,0.5715,0.527,9.701e-4,0.004,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNM,NA,30,0.5933,0.7425,5.487e-4,0.002579,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNPO,NA,30,0.6534,0.715,9.048e-5,6.223e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNPO2,NA,13,0.511,0.8922,0.07433,0.1273,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYNRG,NA,30,0.285,0.2925,0.1269,0.1964,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYPL1,NA,26,0.0653,0.0552,0.7513,0.8065,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYTL1,NA,30,0.7637,0.7666,9.106e-7,1.842e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYTL2,NA,23,0.7352,0.6328,6.435e-5,4.795e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYTL4,NA,30,0.3531,0.3862,0.05565,0.1018,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SYVN1,NA,30,0.2659,0.3301,0.1556,0.2321,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,SZRD1,NA,30,0.0572,0.0548,0.7641,0.8174,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAB1,NA,30,0.2561,0.1475,0.172,0.2516,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAB2,NA,30,0.0327,-0.0121,0.8638,0.8963,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TACC1,NA,30,0.7135,0.7467,9.614e-6,1.1e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TACC2,NA,30,0.5279,0.5353,0.002714,0.008973,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TACC3,NA,30,0.523,0.5069,0.003021,0.009747,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TACO1,NA,30,0.7357,0.6889,3.615e-6,5.251e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TACSTD2,NA,30,0.8965,0.8171,2.072e-11,1.04e-8,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TADA1,NA,30,0.0167,0.0852,0.9303,0.9478,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TADA2B,NA,13,-0.1813,-0.136,0.5533,0.6344,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TADA3,NA,30,0.4078,0.4227,0.02529,0.05364,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF1,NA,30,-0.3103,-0.2764,0.0951,0.155,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF10,NA,30,0.1186,0.2484,0.5326,0.6151,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF11,NA,23,0.3083,0.3353,0.1524,0.2278,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF12,NA,30,0.0127,-0.0047,0.947,0.9605,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF13,NA,23,-0.5257,-0.5252,0.009988,0.0257,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF15,NA,30,0.7112,0.7024,1.055e-5,1.179e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF2,NA,30,0.0727,0.1402,0.7024,0.7657,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF3,NA,13,0.1319,-0.0071,0.6676,0.7358,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF4,NA,30,0.4247,0.5408,0.01932,0.0432,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF5,NA,30,0.1341,0.0815,0.4797,0.5687,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF5L,NA,30,0.0923,0.2046,0.6275,0.7004,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF6,NA,30,0.0594,0.0849,0.7552,0.8101,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF6L,NA,30,0.2578,0.2237,0.1689,0.2477,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF7,NA,30,0.1631,0.1943,0.3892,0.4828,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF8,NA,30,0.2174,0.0389,0.2486,0.3382,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF9,NA,30,-0.0269,-0.066,0.8877,0.9151,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAF9B,NA,26,0.1104,0.0809,0.5912,0.6671,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAGLN,NA,30,0.6334,0.6051,1.721e-4,0.001039,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAGLN2,NA,30,0.4185,0.6882,0.02137,0.04686,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAGLN3,NA,14,0.6268,0.7888,0.01645,0.03788,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TALDO1,NA,30,0.2788,0.4065,0.1358,0.2071,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAMM41,NA,30,0.6583,0.6501,7.678e-5,5.478e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TANC1,NA,30,0.604,0.6683,4.088e-4,0.00205,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TANC2,NA,23,0.3577,0.4941,0.09377,0.1535,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TANK,NA,30,0.4367,0.36870000000000003,0.01583,0.03673,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAOK1,NA,30,0.6463,0.655,1.143e-4,7.502e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAOK2,NA,30,0.4883,0.4504,0.006185,0.0174,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAOK3,NA,30,0.434,0.6088,0.01656,0.03803,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAP1,NA,30,0.709,0.7435,1.157e-5,1.268e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAP2,NA,30,0.539,0.5302,0.002115,0.007381,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAPBP,NA,30,0.4051,0.4772,0.02636,0.05539,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAPBPL,NA,30,0.7197,0.6897,7.379e-6,8.967e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAPT1,NA,30,-0.1582,-0.048,0.4038,0.4965,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TARBP1,NA,23,-0.3449,-0.3505,0.1071,0.1708,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TARBP2,NA,30,0.3873,0.4046,0.03446,0.06897,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TARDBP,NA,30,0.3388,0.2239,0.06702,0.1172,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TARS,NA,30,0.4331,0.467,0.0168,0.03848,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TARS2,NA,30,0.6378,0.6974,1.497e-4,9.324e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TASP1,NA,30,-0.1595,-0.149,0.3998,0.4925,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TATDN1,NA,30,0.1515,0.1879,0.4242,0.5161,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TATDN3,NA,30,0.6053,0.5441,3.938e-4,0.001987,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAX1BP1,NA,30,0.3379,0.3386,0.06779,0.1183,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TAX1BP3,NA,30,0.3099,0.3985,0.0956,0.1556,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D1,NA,10,0.1758,0.5412,0.6272,0.7004,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D10A,NA,30,0.2503,0.3208,0.1822,0.2639,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D10B,NA,30,0.0069,0.0238,0.9711,0.9789,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D13,NA,30,0.2618,0.2165,0.1622,0.2398,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D15,NA,30,0.479,0.4627,0.00741,0.02021,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D17,NA,30,-0.1048,-0.132,0.5816,0.6588,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D2,NA,30,0.7806,0.7545,3.608e-7,9.087e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D20,NA,30,0.5226,0.5301,0.003051,0.009814,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D22A,NA,30,0.4154,0.296,0.02246,0.04865,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D22B,NA,17,-0.3088,-0.2505,0.2278,0.3153,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D23,NA,30,0.5568,0.5638,0.001393,0.005307,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D24,NA,30,0.2627,0.2854,0.1607,0.2381,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D2B,NA,30,0.2138,0.1287,0.2566,0.3473,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D4,NA,17,0.5956,0.6257,0.01165,0.02901,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D5,NA,30,0.7063,0.674,1.29e-5,1.376e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D8,NA,13,0.3736,0.3898,0.2086,0.2938,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBC1D9B,NA,30,0.5199,0.3519,0.003232,0.01029,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCA,NA,30,0.7522,0.7511,1.644e-6,2.902e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCB,NA,30,0.4154,0.4508,0.02246,0.04865,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCC,NA,30,0.4425,0.3798,0.01434,0.03401,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCD,NA,30,0.1226,0.1181,0.5187,0.6029,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCE,NA,30,0.6592,0.6387,7.45e-5,5.367e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCEL,NA,30,0.2218,0.2753,0.2388,0.3272,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBCK,NA,13,-0.1758,-0.2385,0.5656,0.644,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBK1,NA,30,0.4834,0.4566,0.006803,0.01883,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBL1X,NA,30,0.4883,0.5932,0.006185,0.0174,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBL1XR1,NA,30,-0.0131,-0.0099,0.9451,0.9591,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBL2,NA,30,0.77,0.8038,6.533e-7,1.438e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBL3,NA,30,0.2561,0.1587,0.172,0.2516,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBP,NA,30,0.4127,0.4399,0.02343,0.05041,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBPL1,NA,13,0.6758,0.5961,0.01123,0.02825,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TBRG4,NA,30,0.4554,0.5742,0.01145,0.02861,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCAF1,NA,30,0.5039,0.4917,0.004526,0.01346,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEA1,NA,30,0.5546,0.6355,0.00147,0.005505,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEA2,NA,23,0.1729,0.1786,0.4301,0.5217,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEA3,NA,19,0.0947,0.3055,0.6997,0.7639,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEAL1,NA,30,0.438,0.4437,0.01547,0.03611,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEAL3,NA,30,0.7197,0.6699,7.379e-6,8.967e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEAL4,NA,30,0.6845,0.7049,3.019e-5,2.642e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCEANC2,NA,13,0.4505,0.515,0.1223,0.1903,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCERG1,NA,30,-0.0398,-0.0794,0.8345,0.8721,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCF12,NA,30,0.0376,0.2076,0.8436,0.8805,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCF20,NA,30,0.398,0.3613,0.02939,0.06071,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCF25,NA,30,0.5933,0.4072,5.487e-4,0.002579,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCF3,NA,16,0.4471,0.4758,0.08254,0.1387,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCF7L2,NA,26,0.2062,0.3209,0.3123,0.4063,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCIRG1,NA,30,0.5675,0.6025,0.001073,0.00434,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCN2,NA,13,0.5934,0.7673,0.03252,0.06579,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCOF1,NA,30,0.6739,0.6568,4.463e-5,3.589e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCP1,NA,30,0.5729,0.5831,9.379e-4,0.003895,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCP11L1,NA,13,0.3626,0.2756,0.2233,0.3102,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCP11L2,NA,13,0.1923,0.6344,0.5291,0.612,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TCTN3,NA,30,0.4127,0.5804,0.02343,0.05041,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDG,NA,30,-0.1867,-0.1408,0.3233,0.4173,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDP1,NA,30,0.6574,0.5621,7.913e-5,5.585e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDP2,NA,30,-0.0585,-0.0593,0.7588,0.813,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDRD3,NA,30,0.6587,0.6993,7.563e-5,5.42e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDRD7,NA,30,0.4225,0.4927,0.02003,0.04438,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDRKH,NA,30,0.6952,0.6725,2.009e-5,1.926e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TDRP,NA,17,0.5515,0.6118,0.02175,0.04757,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEAD1,NA,30,0.0349,0.0165,0.8546,0.8893,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEAD3,NA,30,0.5911,0.7026,5.826e-4,0.002697,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TECR,NA,30,0.4549,0.4891,0.01154,0.02879,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEFM,NA,30,0.1275,0.0834,0.502,0.5881,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TELO2,NA,30,0.0118,0.0156,0.9507,0.9635,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TENM3,NA,17,0.7083,0.7397,0.001461,0.005495,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TENT2,NA,30,-0.1973,-0.1916,0.2959,0.3889,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TENT4B,NA,30,0.1898,0.1697,0.3152,0.409,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEP1,NA,24,0.1391,0.2446,0.5167,0.6014,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TERF1,NA,30,-0.0336,-0.0844,0.8601,0.8938,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TERF2,NA,30,0.3143,0.4628,0.09069,0.1496,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TERF2IP,NA,30,0.2877,0.3287,0.1232,0.1914,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TERT,NA,30,-0.0883,-0.2823,0.6426,0.7128,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TES,NA,30,0.6885,0.7452,2.597e-5,2.357e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEX10,NA,30,0.4145,0.416,0.02278,0.04923,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEX2,NA,30,0.5168,0.7094,0.003455,0.01082,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEX264,NA,30,0.4349,0.4195,0.01631,0.03763,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TEX30,NA,20,0.7534,0.6884,1.256e-4,8.092e-4,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TF,NA,30,-0.3326,-0.313,0.07253,0.1249,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFAM,NA,30,-0.042,-0.0278,0.8254,0.865,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFAP2A,NA,30,0.1902,0.3003,0.314,0.4077,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFAP2D,NA,30,-0.2682,-0.1997,0.1519,0.2273,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFAP4,NA,30,0.543,0.5666,0.001929,0.006848,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFB1M,NA,30,0.3228,0.3199,0.08188,0.1379,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFB2M,NA,30,0.0607,0.1981,0.7499,0.8053,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFCP2,NA,30,0.4736,0.4509,0.008198,0.02194,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFDP1,NA,30,0.3571,0.2446,0.05274,0.09758,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFDP2,NA,10,0.4909,0.5949,0.1497,0.2245,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFE3,NA,24,0.3783,0.3727,0.06837,0.1192,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFF1,NA,30,0.2345,0.7818,0.2123,0.2981,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFG,NA,30,0.2636,0.2606,0.1592,0.2363,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFIP11,NA,30,0.0189,-0.0235,0.921,0.9416,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFPI,NA,30,0.7197,0.6842,7.379e-6,8.967e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFPI2,NA,30,0.4358,0.5666,0.01607,0.03715,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFPT,NA,23,0.6156,0.5921,0.001766,0.006364,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TFRC,NA,30,0.5244,0.5702,0.002935,0.009545,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TGFB1,NA,30,0.8007,0.7614,1.08e-7,3.63e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TGFB1I1,NA,24,0.8583,0.7293,8.175e-8,2.945e-6,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
per_gene,TGFB2,NA,30,0.7393,0.6304,3.064e-6,4.6e-5,model-level asymptotic tests are exploratory; use integ_rnaprot_patientrep_cor.csv for independent-patient associations
