pathway,pval,padj,log2err,ES,NES,size,leadingEdge,subtype,n_group,evidence,go_id,term
GO:0009201 ribonucleoside triphosphate biosynthetic process,1.0243408838685874e-18,3.6641275969440467e-16,1.114664477517292,0.6210010843593614,2.984776265176994,108,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;ATP5MF;SDHC;UCK2;ATP5MC3;NDUFS3;NDUFV1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;CTPS1;PARP1;NDUFA1;LDHC;NDUFA10;ATP5MC1;NME1;NDUFS7;NDUFA13;IMPDH1;UCK1;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009201,ribonucleoside triphosphate biosynthetic process
GO:0006364 rRNA processing,1.3958269105713526e-18,4.715568579546886e-16,1.114664477517292,0.48917480273829606,2.6143260747487456,218,POP7;EXOSC4;ABT1;WDR74;BYSL;RRP36;NOP2;RPL35A;SART1;RPL7L1;EMG1;EIF4A3;RPS17;NHP2;SUV39H1;RPP30;RPL35;TSR2;RPUSD2;DDX49;RRP1;DDX47;EXOSC5;MRTO4;BOP1;NOP9;RPS27;IMP4;DDX56;POP4;TRMT112;RPUSD1;EXOSC1;UTP14A;DKC1;NSUN5;GEMIN4;PPAN;RPS14;CDKN2A;TSR3;UTP4;LAS1L;FBL;PA2G4;WBP11;NOP10;IMP3;POP5;TRMT2B;RPS8;NOL7;DHX37;PIN4;EIF6;RPS7;NOC4L;REXO4;RPS25;EBNA1BP2;NSUN4;RPS28;RPL5;WDR46;DDX54;NOL6;RPL7A;EXOSC3;RPP25;TBL3;RPP38;LSM6;MRM3;RRP8;NOP56;NOL9;NOP14;RPS21;NUDT16;USP36;BUD23;RPL11;ERCC2;EXOSC2;RCL1;RPS6;PES1;RPP40;RPL26;RPS15;RPS19;PDCD11;PELP1;RRP9;PIH1D1;FTSJ3;UTP25;NAT10;PWP1;NOLC1;NPM3;RRP7A,HGS,15,"descriptive; model-level, source-confounded",GO:0006364,rRNA processing
GO:0022900 electron transport chain,1.9870356477918144e-18,6.359559881169485e-16,1.1053365773140096,0.5982110832124592,2.926492843852436,120,CYC1;COX7A2;COX7B;NDUFB9;SDHAF2;COX8A;NDUFA9;NDUFS6;UQCC3;NDUFS8;NDUFB4;CHCHD2;SDHC;COX5A;COX5B;NDUFS3;NDUFV1;PARK7;COX6A1;NDUFA8;NDUFB7;NDUFS5;UQCRFS1P1;UQCRFS1;COX7A2L;NDUFB2;SDHB;UQCRC1;COX6B1;COX4I1;NDUFA1;UQCRQ;NDUFA10;COA6;NDUFS7;UQCR10;NDUFC2;COQ9;NDUFB5;THAP11;UQCRH;NDUFS2;FDX2;NDUFAB1;GHITM;NDUFA7;UQCR11;NDUFB8;NDUFV3;NDUFB10;MT-ND3;NDUFA2;NDUFB3;NDUFA3;NDUFB1;NDUFA12;SLC25A51;AIFM2;NDUFB6;COX7C;DGUOK;NDUFC2-KCTD14;BID;NDUFA4;NDUFAF1;NDOR1;CCNB1;SCO2;ENOX2;ETFB;UQCRB;HCCS;NDUFC1;CYB561;MYBBP1A;COX6C;POR;COX7B2;PINK1;SDHA,HGS,15,"descriptive; model-level, source-confounded",GO:0022900,electron transport chain
GO:0009206 purine ribonucleoside triphosphate biosynthetic process,7.790699795327394e-18,2.368762272769294e-15,1.0864405425824981,0.6170858044701141,2.936645023116311,102,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;PARP1;NDUFA1;LDHC;NDUFA10;ATP5MC1;NME1;NDUFS7;NDUFA13;IMPDH1;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009206,purine ribonucleoside triphosphate biosynthetic process
GO:0022904 respiratory electron transport chain,1.4062903310726406e-17,4.072215001548917e-15,1.0768681926198325,0.6030150483400116,2.9063844326858534,110,CYC1;COX7A2;COX7B;NDUFB9;SDHAF2;COX8A;NDUFA9;NDUFS6;UQCC3;NDUFS8;NDUFB4;CHCHD2;SDHC;COX5A;COX5B;NDUFS3;NDUFV1;PARK7;COX6A1;NDUFA8;NDUFB7;NDUFS5;UQCRFS1P1;UQCRFS1;COX7A2L;NDUFB2;SDHB;UQCRC1;COX6B1;COX4I1;NDUFA1;UQCRQ;NDUFA10;COA6;NDUFS7;UQCR10;NDUFC2;COQ9;NDUFB5;UQCRH;NDUFS2;NDUFAB1;GHITM;NDUFA7;UQCR11;NDUFB8;NDUFV3;NDUFB10;MT-ND3;NDUFA2;NDUFB3;NDUFA3;NDUFB1;NDUFA12;SLC25A51;AIFM2;NDUFB6;COX7C;DGUOK;NDUFC2-KCTD14;BID;NDUFA4;NDUFAF1;CCNB1;SCO2;ETFB;UQCRB;HCCS;NDUFC1;MYBBP1A;COX6C;COX7B2;PINK1;SDHA,HGS,15,"descriptive; model-level, source-confounded",GO:0022904,respiratory electron transport chain
GO:0009260 ribonucleotide biosynthetic process,2.0962878436504127e-17,5.794330171471891e-15,1.0768681926198325,0.5313056070289341,2.716784445434874,160,UMPS;NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;UCK2;ATP5MC3;NDUFS3;NDUFV1;GUK1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;CTPS1;AK1;PARP1;NDUFA1;LDHC;GMPS;NDUFA10;ATP5MC1;NME1;AK4;GART;NDUFS7;NDUFA13;IMPDH1;UCK1;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ADCY1;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;ADCY8;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;GUCY1A2;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009260,ribonucleotide biosynthetic process
GO:0009145 purine nucleoside triphosphate biosynthetic process,2.4719982026671425e-17,6.535748291486475e-15,1.0768681926198325,0.614143530135198,2.9294471947346055,103,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;PARP1;NDUFA1;LDHC;NDUFA10;ATP5MC1;NME1;NDUFS7;NDUFA13;IMPDH1;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009145,purine nucleoside triphosphate biosynthetic process
GO:0019646 aerobic electron transport chain,3.5704854187509574e-17,9.046717429760238e-15,1.0672099868281106,0.647474086897039,3.0007375486595804,88,CYC1;COX7A2;COX7B;NDUFB9;SDHAF2;COX8A;NDUFA9;NDUFS6;UQCC3;NDUFS8;NDUFB4;SDHC;COX5A;COX5B;NDUFS3;NDUFV1;PARK7;COX6A1;NDUFA8;NDUFB7;NDUFS5;UQCRFS1P1;UQCRFS1;COX7A2L;NDUFB2;SDHB;UQCRC1;COX6B1;COX4I1;NDUFA1;UQCRQ;NDUFA10;NDUFS7;UQCR10;NDUFC2;COQ9;NDUFB5;UQCRH;NDUFS2;NDUFAB1;NDUFA7;UQCR11;NDUFB8;NDUFV3;NDUFB10;MT-ND3;NDUFA2;NDUFB3;NDUFA3;NDUFB1;SLC25A51;NDUFB6;COX7C;NDUFC2-KCTD14;NDUFA4;NDUFAF1,HGS,15,"descriptive; model-level, source-confounded",GO:0019646,aerobic electron transport chain
GO:0046390 ribose phosphate biosynthetic process,8.81681999768338e-17,2.1446032962365053e-14,1.0574635727508575,0.5199379615932722,2.6722815270535363,166,UMPS;NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;UCK2;ATP5MC3;NDUFS3;NDUFV1;GUK1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;CTPS1;AK1;PARP1;NDUFA1;LDHC;GMPS;NDUFA10;ATP5MC1;NME1;AK4;GART;NDUFS7;NDUFA13;IMPDH1;G6PD;UCK1;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ADCY1;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;ADCY8;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;GUCY1A2;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0046390,ribose phosphate biosynthetic process
GO:0050907 detection of chemical stimulus involved in sensory perception,9.387587091833069e-17,2.1956121963629574e-14,1.0574635727508575,-0.5611794936792204,-2.618677957003484,137,OR56A1;OR2AT4;OR5AS1;OR5T2;OR2M3;OR7D2;OR5A1;TAS2R4;OR14J1;ASIC3;OR10G3;OR6Y1;TAS2R30;OR8G1;OR52I1;OR1A1;TAS2R20;OR6C75;OR5AN1;OR1D2;OR6B1;OR2M4;OR6J1;OR10H1;OR2H2;OR52A1;OR1I1;OR2T12;OR2T7;OR2AG2;OR1M1;OR2G6;OR5AU1;OR7D4;OR7A17;OR2A12;OR10K1;OR2A5;OR11A1;OR2B11;OR10H5;TAS2R5;OR7A5;PKD2L1;OR4F17;OR10G4;OR4E1;CA6;OR5H1;OR2L2;OR5H14;OR2V1;OR10A2;OR4D1;OR2AG1;SLC24A4;OR3A3;PIGR;OR4K2;OR2F1;OR4D9;TRPV1;OR2V2;OR5B2;FFAR4;PKD1L3;OR4K13;TAS2R14;OR1F1;OR2T33;OR8D4;OR4F15;OR52N1;OR8A1;OR8H1;OR10A6;OR4K17;OR51M1;OR51E2;OR2T6;OR11G2;OR4P4;OR51L1;PLCB2;OR8B8;OR2A42;OR52E4;TAS2R31;OR56A4,HGS,15,"descriptive; model-level, source-confounded",GO:0050907,detection of chemical stimulus involved in sensory perception
GO:0007608 sensory perception of smell,1.5744982187874014e-16,3.546119877202292e-14,1.047626488498816,-0.5587532470291873,-2.6073561630101936,137,OR56A1;OR2AT4;OR5AS1;OR5T2;OR2M3;OR7D2;OR5A1;OR14J1;OR10G3;UBR3;OR6Y1;OR8G1;OR52I1;OR1A1;OR6C75;OR5AN1;OR1D2;B3GNT2;OR6B1;BBS4;OR2M4;OR6J1;OR10H1;OR2H2;OR52A1;OR1I1;OR2T12;OR2T7;OR2AG2;OR1M1;OR2G6;OR5AU1;OR7D4;OR7A17;OR2A12;OR10K1;CFAP69;OR2A5;OR11A1;OR2B11;OR10H5;OR7A5;GFY;OR4F17;OR10G4;TTC8;OR4E1;OR5H1;OR2L2;OR5H14;OR2V1;OR10A2;OR4D1;OR2AG1;CNGA4;ANO9;SLC24A4;OR3A3;OR4K2;OR2F1;OR4D9;OR2V2;OR5B2;OR4K13;OR1F1;OR2T33;OR8D4;OR4F15;OR52N1;OR8A1;OR8H1;OR10A6;OR4K17;OR51M1;RIC8B;OR51E2;OR2T6;UGT2A1;OR11G2;OR4P4;OR51L1;OR8B8;OR2A42;OR52E4;FZD2;OR56A4,HGS,15,"descriptive; model-level, source-confounded",GO:0007608,sensory perception of smell
GO:0009152 purine ribonucleotide biosynthetic process,2.5604842930715764e-16,5.5608232093458054e-14,1.0376961554875836,0.540824856424202,2.724212497400116,144,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;GUK1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;AK1;PARP1;NDUFA1;LDHC;GMPS;NDUFA10;ATP5MC1;NME1;AK4;GART;NDUFS7;NDUFA13;IMPDH1;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ADCY1;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;ADCY8;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;GUCY1A2;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009152,purine ribonucleotide biosynthetic process
GO:0015986 proton motive force-driven ATP synthesis,4.906434201597133e-16,1.02882849585904e-13,1.027669870543582,0.6711079605572998,2.9914855966746416,72,NDUFB9;NDUFA9;NDUFB11;NDUFS6;NDUFS8;NDUFB4;ATP5F1B;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;NDUFA8;NDUFB7;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;NDUFA1;NDUFA10;ATP5MC1;NDUFS7;NDUFA13;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ATP5F1C;ATP5F1A;NDUFB8;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0015986,proton motive force-driven ATP synthesis
GO:0050911 detection of chemical stimulus involved in sensory perception of smell,8.732296314903488e-16,1.770036463030937e-13,1.027669870543582,-0.5955966152008931,-2.690888432621924,110,OR56A1;OR2AT4;OR5AS1;OR5T2;OR2M3;OR7D2;OR5A1;OR14J1;OR10G3;OR6Y1;OR8G1;OR52I1;OR1A1;OR6C75;OR5AN1;OR1D2;OR6B1;OR2M4;OR6J1;OR10H1;OR2H2;OR52A1;OR1I1;OR2T12;OR2T7;OR2AG2;OR1M1;OR2G6;OR5AU1;OR7D4;OR7A17;OR2A12;OR10K1;OR2A5;OR11A1;OR2B11;OR10H5;OR7A5;OR4F17;OR10G4;OR4E1;OR5H1;OR2L2;OR5H14;OR2V1;OR10A2;OR4D1;OR2AG1;SLC24A4;OR3A3;OR4K2;OR2F1;OR4D9;OR2V2;OR5B2;OR4K13;OR1F1;OR2T33;OR8D4;OR4F15;OR52N1;OR8A1;OR8H1;OR10A6;OR4K17;OR51M1;OR51E2;OR2T6;OR11G2;OR4P4;OR51L1;OR8B8;OR2A42;OR52E4;OR56A4;OR2A1;OR11H7;OR10A3;OR7G2;OR10Z1;OR2W6P;OR7C1;OR5H8,HGS,15,"descriptive; model-level, source-confounded",GO:0050911,detection of chemical stimulus involved in sensory perception of smell
GO:0042776 proton motive force-driven mitochondrial ATP synthesis,1.0582038246806845e-15,2.0757862767365297e-13,1.0175447973098848,0.6922925020429407,3.0257108184508215,65,NDUFB9;NDUFA9;NDUFB11;NDUFS6;NDUFS8;NDUFB4;ATP5F1B;ATP5MF;SDHC;NDUFS3;NDUFV1;NDUFA8;NDUFB7;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;NDUFA1;NDUFA10;NDUFS7;NDUFA13;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ATP5F1C;ATP5F1A;NDUFB8;NDUFV3;NDUFB10;MT-ND3;NDUFA2;NDUFB3;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;NDUFA12;NDUFB6,HGS,15,"descriptive; model-level, source-confounded",GO:0042776,proton motive force-driven mitochondrial ATP synthesis
GO:0006754 ATP biosynthetic process,3.732325442134481e-15,7.092584691756181e-13,0.9969862175331805,0.6150472751248874,2.8724224385299406,92,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;NDUFA8;NDUFB7;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;PARP1;NDUFA1;LDHC;NDUFA10;ATP5MC1;NDUFS7;NDUFA13;NDUFC2;ATP5MG;NDUFB5;NDUFS2;ATP5PB;NDUFAB1;NDUFA7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;ATP5PD;ATP5F1E;NDUFA3;NDUFB1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0006754,ATP biosynthetic process
GO:0071826 protein-RNA complex organization,8.524218883473727e-15,1.570781061527386e-12,0.9865462835875821,0.46345436937620654,2.447271986415725,200,ISY1;PUF60;ABT1;PRPF19;RUVBL1;SNRPG;NOP2;USP39;SF3B2;SART1;SNRPC;SF3B4;CLP1;FAU;SNRPB;DDX39B;SF3A3;SF3B5;MRTO4;BOP1;RPS27;PRPF31;RUVBL2;LSM2;PRMT5;AGO2;WDR77;GEMIN7;TSSC4;RPL24;GEMIN6;AAR2;U2AF2;MCTS1;DKC1;HSP90AB1;RPSA;YJU2;EIF3I;LSM4;GEMIN4;SNRPD2;RPS14;BUD13;EIF3K;TXNL4A;SNIP1;SRSF9;RBMX2;RPS5;RPL38;PRPF6;SNRNP200;MRPS7;EIF3CL;EIF6;DDX28;XAB2;RPS28;RPL5;TARBP2;SF3B3;ERAL1;PHF5A;DDX23;EIF4H;CELF4;CD2BP2;PRMT7;SF1;USP4;VCP;STRAP;EIF3B;PTGES3;RPL11;SNRPE;RPL13A;ADAR;PRKRA;RPS15;EIF3G;RPS19;MCAT;GEMIN5;PIH1D1;PRPF8;RRP7A;SNRPB2;AGO1;SF3B6;METTL17;SNRPA1;PRPF3;RRS1;SF3A2;SART3;EIF2D;MRM2;SF3A1;EIF3H;DHX30;SNRPF;XRCC5;CLNS1A;EIF3C,HGS,15,"descriptive; model-level, source-confounded",GO:0071826,protein-RNA complex organization
GO:0009165 nucleotide biosynthetic process,9.569428321443017e-15,1.7115204006674994e-12,0.9865462835875821,0.45608832037978714,2.429623551689581,214,UMPS;FLAD1;NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;UQCC3;NDUFS8;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;UCK2;ATP5MC3;NDUFS3;NDUFV1;GUK1;NDUFA8;NDUFB7;NME2;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;ATP5PO;CTPS1;NMNAT1;AK1;PARP1;NDUFA1;LDHC;GMPS;NDUFA10;ATP5MC1;NME1;AK4;GART;DTYMK;NDUFS7;NDUFA13;IMPDH1;UCK1;NDUFC2;ATP5MG;SHMT1;NDUFB5;NDUFS2;ATP5PB;QPRT;NDUFAB1;NDUFA7;ADCY1;ATP5F1C;ALDOA;ATP5F1A;IDO1;NDUFB8;VCP;NDUFV3;NDUFB10;ATP5MC2;MT-ND3;ADCY8;NAPRT;NDUFA2;NDUFB3;NME6;ATP5PD;ATP5F1E;NDUFA3;PTGIS;NDUFB1;GUCY1A2;NDUFA12;NDUFB6;PRPS1;TBPL1;ADSL;DGUOK;DNAJC30;APRT;AFMID;MTHFD1;ATP5F1D;DCTD;SLC25A13;NDUFC1;AK8;PARP10;DUT,HGS,15,"descriptive; model-level, source-confounded",GO:0009165,nucleotide biosynthetic process
GO:0009199 ribonucleoside triphosphate metabolic process,1.0030414694282444e-14,1.7427129073123297e-12,0.9865462835875821,0.43731600640685825,2.3680349927832687,242,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;PGK1;UQCC3;TPI1;NDUFS8;GAPDH;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;UCK2;ATP5MC3;NDUFS3;NDUFV1;OGDH;NDUFA8;NDUFB7;NME2;PFKL;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;HSPA1A;ATP5PO;BAD;CTPS1;NMNAT1;FOXK2;AK1;PARP1;GPI;NDUFA1;PKM;LDHC;HSPA8;RAN;NDUFA10;ATP5MC1;NME1;HK1;AK4;FIS1;NDUFS7;NDUFA13;IGF1;ITPA;IMPDH1;ARL2;PGM1;UCK1;PGAM1;GCK;NDUFC2;ATP5MG;EIF6;NDUFB5;NDUFS2;ATP5PB;SLC2A6;NDUFAB1;NDUFA7;HDAC4;P2RX7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;MTOR;TREX1;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;NME6;PRKACA;ATP5PD;UCP2;ATP5F1E;NDUFA3;PGAM2;NDUFB1;HSPA1B;NUPR1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009199,ribonucleoside triphosphate metabolic process
GO:0009144 purine nucleoside triphosphate metabolic process,1.3644893719207032e-14,2.3048499640693876e-12,0.9865462835875821,0.43563824617645563,2.3589500407648485,242,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;PGK1;UQCC3;TPI1;NDUFS8;GAPDH;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;GUK1;OGDH;NDUFA8;NDUFB7;NME2;PFKL;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;HSPA1A;ATP5PO;BAD;NMNAT1;FOXK2;AK1;PARP1;GPI;NDUFA1;PKM;LDHC;HSPA8;RAN;NDUFA10;ATP5MC1;NME1;HK1;AK4;FIS1;NDUFS7;NDUFA13;IGF1;ITPA;IMPDH1;ARL2;PGM1;PGAM1;GCK;NDUFC2;ATP5MG;EIF6;NDUFB5;NDUFS2;ATP5PB;SLC2A6;NDUFAB1;NDUFA7;HDAC4;P2RX7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;MTOR;TREX1;NDUFB10;ATP5MC2;MT-ND3;NUDT16;NDUFA2;NDUFB3;NME6;PRKACA;ATP5PD;UCP2;ATP5F1E;NDUFA3;PGAM2;NDUFB1;HSPA1B;NUPR1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009144,purine nucleoside triphosphate metabolic process
GO:0022618 protein-RNA complex assembly,1.807498658961965e-14,2.9706484716615435e-12,0.9759946830643197,0.4729132550459265,2.481114777228676,191,ISY1;PUF60;ABT1;PRPF19;RUVBL1;SNRPG;NOP2;USP39;SF3B2;SART1;SNRPC;SF3B4;CLP1;FAU;SNRPB;DDX39B;SF3A3;SF3B5;MRTO4;BOP1;RPS27;PRPF31;RUVBL2;LSM2;PRMT5;AGO2;WDR77;GEMIN7;TSSC4;RPL24;GEMIN6;AAR2;U2AF2;MCTS1;DKC1;HSP90AB1;RPSA;YJU2;EIF3I;LSM4;GEMIN4;SNRPD2;RPS14;BUD13;EIF3K;TXNL4A;SNIP1;SRSF9;RBMX2;RPS5;RPL38;PRPF6;SNRNP200;MRPS7;EIF3CL;EIF6;DDX28;XAB2;RPS28;RPL5;TARBP2;SF3B3;ERAL1;PHF5A;DDX23;EIF4H;CELF4;CD2BP2;PRMT7;SF1;USP4;STRAP;EIF3B;PTGES3;RPL11;SNRPE;RPL13A;ADAR;PRKRA;RPS15;EIF3G;RPS19;MCAT;GEMIN5;PIH1D1;PRPF8;RRP7A;SNRPB2;AGO1;SF3B6;METTL17;SNRPA1;PRPF3;RRS1;SF3A2;SART3;EIF2D;MRM2;SF3A1;EIF3H;DHX30;SNRPF;XRCC5;CLNS1A;EIF3C,HGS,15,"descriptive; model-level, source-confounded",GO:0022618,protein-RNA complex assembly
GO:0009141 nucleoside triphosphate metabolic process,2.34736547677725e-14,3.756402490600646e-12,0.9759946830643197,0.42584615424901356,2.3224743461783968,258,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;PGK1;UQCC3;TPI1;NDUFS8;GAPDH;NDUFB4;ATP5F1B;AK2;DCTPP1;ATP5MF;SDHC;UCK2;ATP5MC3;NDUFS3;NDUFV1;GUK1;OGDH;NDUFA8;NDUFB7;NME2;PFKL;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;HSPA1A;ATP5PO;BAD;CTPS1;NMNAT1;FOXK2;AK1;PARP1;GPI;NDUFA1;PKM;LDHC;HSPA8;RAN;NDUFA10;ATP5MC1;NME1;HK1;AK4;FIS1;DTYMK;NDUFS7;NDUFA13;IGF1;ITPA;IMPDH1;ARL2;PGM1;UCK1;PGAM1;GCK;NDUFC2;ATP5MG;EIF6;NDUFB5;NDUFS2;ATP5PB;SLC2A6;NDUFAB1;NDUFA7;HDAC4;P2RX7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;MTOR;TREX1;NDUFB10;ATP5MC2;MT-ND3;NUDT16;NDUFA2;NDUFB3;NME6;PRKACA;ATP5PD;UCP2;ATP5F1E;NDUFA3;PGAM2;NDUFB1;HSPA1B;NUPR1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009141,nucleoside triphosphate metabolic process
GO:0009205 purine ribonucleoside triphosphate metabolic process,2.7448362012986756e-14,4.279833061563397e-12,0.9759946830643197,0.4348583365645885,2.3472491131424933,235,NDUFB9;ENO1;NDUFA9;NDUFB11;NDUFS6;PGK1;UQCC3;TPI1;NDUFS8;GAPDH;NDUFB4;ATP5F1B;AK2;ATP5MF;SDHC;ATP5MC3;NDUFS3;NDUFV1;OGDH;NDUFA8;NDUFB7;NME2;PFKL;STOML2;NDUFS5;NDUFA11;ATP5PF;NDUFB2;SDHB;ATP5ME;HSPA1A;ATP5PO;BAD;NMNAT1;FOXK2;AK1;PARP1;GPI;NDUFA1;PKM;LDHC;HSPA8;RAN;NDUFA10;ATP5MC1;NME1;HK1;AK4;FIS1;NDUFS7;NDUFA13;IGF1;ITPA;IMPDH1;ARL2;PGM1;PGAM1;GCK;NDUFC2;ATP5MG;EIF6;NDUFB5;NDUFS2;ATP5PB;SLC2A6;NDUFAB1;NDUFA7;HDAC4;P2RX7;ATP5F1C;ALDOA;ATP5F1A;NDUFB8;VCP;NDUFV3;MTOR;TREX1;NDUFB10;ATP5MC2;MT-ND3;NDUFA2;NDUFB3;NME6;PRKACA;ATP5PD;UCP2;ATP5F1E;NDUFA3;PGAM2;NDUFB1;HSPA1B;NUPR1;NDUFA12,HGS,15,"descriptive; model-level, source-confounded",GO:0009205,purine ribonucleoside triphosphate metabolic process
