pathway,pval,padj,log2err,ES,NES,size,leadingEdge,subtype,n_group,evidence,go_id,term
GO:0052548 regulation of endopeptidase activity,0.09807488252235864,0.44719557890526845,0.020444768929370118,-0.39574132665312917,-1.3024220889628186,55,SERPINB2;VSIR;SERPINB8;SERPINE1;SERPINE2;SPOCK2;SERPINB5;PRELID1;SERPINB7;SERPINB6;MBP;PSMB8;APH1B;SERPINE3;GAPDH;CR1;SERPINI1;SPOCK1;SERPINF1;SERPING1;NRDC;AKT1,MMMT,2,"descriptive; model-level, source-confounded",GO:0052548,regulation of endopeptidase activity
GO:1902686 mitochondrial outer membrane permeabilization involved in programmed cell death,0.0981812437945663,0.44722108128446275,0.020899609361996106,-0.4266938411581395,-1.3270007072074241,38,HSPA1A;IER3;EYA2;TMEM102;STPG1;ATP5IF1;SLC25A5;PPIF;ZNF205;SLC25A4;BAK1;GCLC;SLC25A6;BCL2L1;RTL10;GSK3A;GSK3B,MMMT,2,"descriptive; model-level, source-confounded",GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death
GO:0044819 mitotic G1/S transition checkpoint signaling,0.09838883472728206,0.44783121555134897,0.022386908105351048,-0.5379608470340201,-1.3678886715048675,14,RPA2;PLK3;TP53;DGKZ;TREX1;RFWD3;FBXO31;RPS27L,MMMT,2,"descriptive; model-level, source-confounded",GO:0044819,mitotic G1/S transition checkpoint signaling
"GO:0000466 maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.09884968770347505,0.448379641103276,0.021591891974694896,-0.4826712927085005,-1.3552823330289527,22,NOP14;EXOSC7;RCL1;EXOSC2;NOL9;NOP9;ABT1;FTSJ3,MMMT,2,"descriptive; model-level, source-confounded",GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0002822 regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.09895173135349389,0.448379641103276,0.019535367436973698,-0.32812492202621263,-1.205399176365996,187,TAP2;HLA-A;HLA-DRB1;HLA-B;HLA-C;PLA2G4A;CD40;JUNB;IL12A;STAT5A;IL4I1;SECTM1;TNF;EPHB2;IL1B;RAET1L;RIPK3;SHLD1;IL6;TNFAIP3;NSD2;ASCL2;IL23A;ANXA1;AZGP1;HLA-F;BTK;TNFSF4;FCGR1A;CD7;TNFSF13B;ZBTB7B;FADD;ADA;NLRP3;HLA-H;HLA-DRB3;PARP3;NOD2;P2RX7;PKN1;TNFSF13;FOXP3;TNFSF18;CR1;BATF;MLH1;BRD2;RSAD2;CLEC7A;RAET1G;HLA-DRA;LILRB1;CARD9;SLC15A4;IL33;TRAF2;CD69;CD28;CR1L;SLC22A13;CLC;PTPRC;ZC3H12A;RAET1E;ARID5A;HAVCR2;IL7R;SPN;TBX21;BRD4;C17orf99;IFNB1;PVR;MAD2L2;EXOSC3,MMMT,2,"descriptive; model-level, source-confounded",GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0006167 AMP biosynthetic process,0.09890633689060721,0.448379641103276,0.022709214308243585,-0.5719591106973502,-1.368489206946767,11,ADA;APRT;NUDT2;PFAS;GART;ADK,MMMT,2,"descriptive; model-level, source-confounded",GO:0006167,AMP biosynthetic process
GO:0006801 superoxide metabolic process,0.09881815683206834,0.448379641103276,0.020092997437564996,-0.3773015152735944,-1.2823946289372683,71,SYK;SH3PXD2B;MB;NCF2;F2RL1;ITGAM;ACP5;SH3PXD2A;AGT;BST1;FANCC;ITGB2;CD36;DHFRP1;DUOX2;FPR2;DUOX1;GNAI2;PARK7;ELAVL1;PRDX2;CLEC7A;CYGB;NOS3;NCF4;CYBB;ALOX12;NOX1;MPO,MMMT,2,"descriptive; model-level, source-confounded",GO:0006801,superoxide metabolic process
GO:0070670 response to interleukin-4,0.09866190497717102,0.448379641103276,0.02086286275552994,-0.42907684396430146,-1.3285830219344503,37,CD40;STAT5A;SHPK;CDK4;TCF7;PML;IL2RG;JAK1;TUBA1B;IL24;IMPDH2;LEF1;CORO1A;RUFY4;CITED1;MCM2;PTPRC,MMMT,2,"descriptive; model-level, source-confounded",GO:0070670,response to interleukin-4
GO:0071578 zinc ion import across plasma membrane,0.09874397661742634,0.448379641103276,0.04030055132550233,0.4923995324677606,1.4140596054571932,10,SLC39A6;SLC30A1;SLC30A5;SLC39A14;SLC39A10,MMMT,2,"descriptive; model-level, source-confounded",GO:0071578,zinc ion import across plasma membrane
GO:0071295 cellular response to vitamin,0.09911359925355727,0.4487787022046774,0.021172619595841585,-0.45233224764881863,-1.3400673895085706,29,POSTN;TNC;FES;COL1A1;VDR;RXRB;CYP27B1;PIM1;FOLR1;PENK;GAS6;PHEX;GDAP1,MMMT,2,"descriptive; model-level, source-confounded",GO:0071295,cellular response to vitamin
GO:2000810 regulation of bicellular tight junction assembly,0.09935559461042764,0.4495397104360197,0.04913517431199981,0.3614143187125093,1.340179863734242,22,GPBAR1;ACVRL1;ROCK2;NPHP1,MMMT,2,"descriptive; model-level, source-confounded",GO:2000810,regulation of bicellular tight junction assembly
GO:0070131 positive regulation of mitochondrial translation,0.09944022888418957,0.44958812776561846,0.021889974357810222,-0.5120530140082121,-1.364242407238588,17,C1QBP;TRUB2;RPUSD3;CDK5RAP1;UQCC2;RPUSD4,MMMT,2,"descriptive; model-level, source-confounded",GO:0070131,positive regulation of mitochondrial translation
GO:0120192 tight junction assembly,0.09964269857713694,0.4501688336163222,0.02000107110348164,-0.3769405820722332,-1.2811678678984342,71,CLDN23;CLDN7;CLDN4;CLDN6;ILDR1;CLDN10;TNF;EPHB2;GRHL2;ACTG1;MPP7;CDH5;PECAM1;MARVELD3;FRMPD2;PDCD6IP;POF1B;LSR;SRF,MMMT,2,"descriptive; model-level, source-confounded",GO:0120192,tight junction assembly
GO:0000244 spliceosomal tri-snRNP complex assembly,0.09982554261378214,0.4503257601145469,0.022211721287627245,-0.5372863053826864,-1.366173494855108,14,TSSC4;DDX20;USP4;PRPF19;LSM2;AAR2;PRPF31;CD2BP2,MMMT,2,"descriptive; model-level, source-confounded",GO:0000244,spliceosomal tri-snRNP complex assembly
GO:0007548 sex differentiation,0.09976970061079403,0.4503257601145469,0.01939568932641919,-0.31510838705959643,-1.176702828216354,269,UBB;FGF10;FST;IL1A;SLIT2;MMP2;A2M;TFAP2C;HOXA10;INHBA;ESR1;SOX9;CTNNB1;DACH1;FOXL2;SGPL1;HNF4A;AR;MERTK;IDH1;DMRTA2;DMRTA1;REC8;PTX3;ROR2;NKX3-1;LRP2;EIF2B2;TGFB2;BIK;FOXO3;HOXA11;LHX1;STRA6;TP63;ERCC1;SFRP2;SF1;SRD5A2;HOXA9;ROBO2;DHX37;BCAS2;REN;TBX3;KDR;ARID5B;CYP19A1;INSL3;CBX2;DMRT1;MAMLD1;EIF2B4;DMRT2;FLNA;ASB1;NOTCH4;TFPT;FKBP4;NCOA4;CSDE1;NR0B1;YBX3;KIT;CNOT9;INHBB;WNT7A;GDF9;LFNG;HYAL3;BAK1;TBC1D20;NKX2-1;MEA1;DMRT3;EREG;UMODL1;FZD4;TIPARP;NOS3;WNT2B;LHB;HESX1;HOXD13;MMP19;EIF2S2;BCL2L1;LHCGR;KLHL10,MMMT,2,"descriptive; model-level, source-confounded",GO:0007548,sex differentiation
GO:1902235 regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.09990331936835321,0.450342538976246,0.05760319896936168,0.3110214656374391,1.2951302609338422,34,PTPN1;NCK1;HERPUD1;EIF2AK3;SYVN1;SELENOS;XBP1;APP;OPA1;GRINA;HYOU1,MMMT,2,"descriptive; model-level, source-confounded",GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0002115 store-operated calcium entry,0.10003135023030361,0.45058565981516757,0.02145250661081805,-0.48198677963380315,-1.3533603035010335,22,STIMATE;CRACR2A;SPINK1;CRACR2B;JPH4;CASQ1;STC2,MMMT,2,"descriptive; model-level, source-confounded",GO:0002115,store-operated calcium entry
GO:0006937 regulation of muscle contraction,0.10028722844775274,0.45075829336218265,0.019447763169930153,-0.3353526464210648,-1.2190139341995092,155,PTGS2;TNNT3;ADRB2;PTAFR;ACE2;F2R;NMU;MYLK2;ADRA2A;CHRM3;MYL5;GJA5;ADORA2B;ATP1A2;GSTM2;ATP2A1;FGF13;NPPA;RHOA;CASQ1;HRC;RANGRF;ATP1A1;DAPK3;UCN;SLC9A1;CACNG1;ITGA2;ADA;SRF;DMD;TNNC2;ADRA2C;MYBPC3;KIT;CHGA;STC1;KCNQ1;ARHGAP42;P2RX1;OXTR;PRKG1;MYOCD;SCN5A;HCN4;TBXA2R;CAV1;STUB1;ADRA2B;FKBP1A;CNN1;RGS2;GRK2;TMEM38A;ZC3H12A;ENO1;SCN4A;PROK2;CACNB2;CALM1,MMMT,2,"descriptive; model-level, source-confounded",GO:0006937,regulation of muscle contraction
GO:0007369 gastrulation,0.10017503973603203,0.45075829336218265,0.01940217871560212,-0.32727652985226935,-1.2030290884730364,189,LAMB3;DKK1;WLS;DUSP4;COL7A1;AMOT;MMP2;INHBA;IL1RN;MMP9;CTNNB1;COL11A1;KLF4;COL5A2;KDM6B;EYA2;PLPP3;HNF4A;FOXC2;ARMC5;HMGA2;MAP2K1;AHDC1;MESP2;DVL2;APLN;HOXA11;LHX1;EOMES;ITGA3;PRICKLE1;RTF1;SFRP2;MAPK7;MBP;ITGB2;RPS6;DVL1;TP53;TENM4;MAP2K5;ITGA2;PAF1;TGIF2;SRF;RACK1;NR0B1;TXNRD1;SOX7;APOA1;ITGA4,MMMT,2,"descriptive; model-level, source-confounded",GO:0007369,gastrulation
GO:0008593 regulation of Notch signaling pathway,0.1002920524451625,0.45075829336218265,0.01970468762913763,-0.36022287045623613,-1.2594680962771847,93,POSTN;MAGEA1;FGF10;OVOL2;YTHDF2;LLGL1;ENHO;HERC2;TSPAN5;TGFB2;TP63;ROBO1;ROBO2;SLC35C1;SYNJ2BP;NEURL1;EPN2;CHAC1;RITA1;SLC35C2;BEND6;METTL3;NFKBIA;KIT;NOD2;LFNG;DLL1;ARRDC1;DLK1,MMMT,2,"descriptive; model-level, source-confounded",GO:0008593,regulation of Notch signaling pathway
GO:0002702 positive regulation of production of molecular mediator of immune response,0.10085522296884544,0.45164276298952605,0.01945865775237338,-0.34408971158744056,-1.2345928978280705,126,HLA-A;MYD88;SYK;TNFRSF14;CD74;CD40;KLK5;PYCARD;SECTM1;F2RL1;LAPTM5;EPHB2;IL1B;BCL10;SHLD1;IL6;NSD2;KLK7;HLA-F;BTK;IL2RG;TNFSF4;CD7;HK1;CD36;TLR7;NLRP3;MAVS;KIT;NOD2;P2RX7;DDX21;TICAM1;PHB2;TNFSF13;MLH1;RSAD2;CLEC7A;RAET1G;SEMA7A,MMMT,2,"descriptive; model-level, source-confounded",GO:0002702,positive regulation of production of molecular mediator of immune response
GO:0032305 positive regulation of icosanoid secretion,0.1008106371410212,0.45164276298952605,0.02164948291465137,-0.504502968066988,-1.3602664549445072,18,PLA2G4A;IL1A;IL1B;TNFRSF11A;P2RX7;TNFSF11;PLA2G3;MAP2K6;CYP4A11,MMMT,2,"descriptive; model-level, source-confounded",GO:0032305,positive regulation of icosanoid secretion
GO:0043651 linoleic acid metabolic process,0.10086019933230987,0.45164276298952605,0.02147792786324201,-0.49247076814050356,-1.357483746491067,20,ALOXE3;GSTM2;GSTA1;ALOX12B;ABCD1;ALOX15;CYP2J2;CYP4A11;ALOX12;ELOVL3,MMMT,2,"descriptive; model-level, source-confounded",GO:0043651,linoleic acid metabolic process
GO:0086067 AV node cell to bundle of His cell communication,0.10071885614977487,0.45164276298952605,0.03989310264485471,0.49088203470840314,1.4097016966019087,10,SCN4B;RYR2,MMMT,2,"descriptive; model-level, source-confounded",GO:0086067,AV node cell to bundle of His cell communication
GO:1901017 negative regulation of potassium ion transmembrane transporter activity,0.10069627730437625,0.45164276298952605,0.02186322919967111,-0.5188996114726527,-1.3626891154163001,16,KCNE3;KCNE4;KCNRG;ANK3;KCNQ1;CAV1,MMMT,2,"descriptive; model-level, source-confounded",GO:1901017,negative regulation of potassium ion transmembrane transporter activity
GO:0061734 type 2 mitophagy,0.10112587483517597,0.45249922360022454,0.02191680738793043,-0.5273645971828157,-1.3644846204581518,15,HK2;TIMM23;PINK1;HTRA2;ATP5IF1;MFN2,MMMT,2,"descriptive; model-level, source-confounded",GO:0061734,type 2 mitophagy
GO:0010543 regulation of platelet activation,0.10139837256484653,0.45338492909325867,0.02015490127388296,-0.4001368553832483,-1.302954801088069,51,SYK;THBD;APOE;PLA2G4A;SERPINE2;IL6;TEC;PLEK;SVEP1;SELP;UBASH3B;C1QTNF1;FUNDC2;FLNA;PRKG1;GP1BA;NOS3;VPS33B;MFSD2B;ALOX12;MMRN1;FCER1G;TLR4;SH2B3;PRKCD,MMMT,2,"descriptive; model-level, source-confounded",GO:0010543,regulation of platelet activation
GO:0030223 neutrophil differentiation,0.1017927601091015,0.45407439823869106,0.022358502277097327,-0.5696640738103296,-1.3629980220863613,11,CSF2;JAGN1;BAP1,MMMT,2,"descriptive; model-level, source-confounded",GO:0030223,neutrophil differentiation
GO:0080164 regulation of nitric oxide metabolic process,0.10185125459588466,0.45407439823869106,0.019945046752915932,-0.38889778487393345,-1.291995815078918,59,PTGS2;APOE;ESR1;KLF4;TNF;TLR6;IL1B;ACP5;PTX3;ASS1;CD47;CX3CR1;RGN;ITGB2;NOSIP;CD36,MMMT,2,"descriptive; model-level, source-confounded",GO:0080164,regulation of nitric oxide metabolic process
GO:0097106 postsynaptic density organization,0.10170922135471619,0.45407439823869106,0.06542972179633164,0.28345362551365394,1.2600994229073588,45,CBLN1;RELN;SLC30A1;NRXN2;LRRTM2;PTPRS;CASKIN1;SHANK2;LRRTM1;IL1RAP;SHANK3;ITGB3;OPHN1;C1QL3;LATS1;LRRC4B;FGFR1,MMMT,2,"descriptive; model-level, source-confounded",GO:0097106,postsynaptic density organization
GO:2000463 positive regulation of excitatory postsynaptic potential,0.10180131004366812,0.45407439823869106,0.020577450272027852,-0.43352922265475224,-1.3297344871766985,35,GRIN2D;ADRB2;RIMS2;GRIN2B;GRIN2A;RGS4;SHANK1;SSH1,MMMT,2,"descriptive; model-level, source-confounded",GO:2000463,positive regulation of excitatory postsynaptic potential
GO:0002456 T cell mediated immunity,0.10213529663695878,0.45434143295489854,0.019339683451121862,-0.34460010430767085,-1.2339185683089369,123,TAP2;HLA-A;HLA-DRB1;HLA-B;ICAM1;HLA-C;MICA;IL12A;IL4I1;SECTM1;GNL1;IL1B;RAET1L;RIPK3;IL6;CD70;IL23A;AZGP1;HLA-F;TNFSF4;CD7;FADD;NLRP3;HLA-H;TREX1;HLA-DRB3;NOD2;P2RX7;FOXP3;CR1;RSAD2;PRF1;RAET1G;HLA-DRA;LILRB1,MMMT,2,"descriptive; model-level, source-confounded",GO:0002456,T cell mediated immunity
GO:0045932 negative regulation of muscle contraction,0.10213429256594725,0.45434143295489854,0.021145434484974204,-0.47633211749659,-1.3495855036941176,23,PTGS2;ADRB2;ADRA2A;ADORA2B;ATP1A2;ATP2A1,MMMT,2,"descriptive; model-level, source-confounded",GO:0045932,negative regulation of muscle contraction
GO:1904377 positive regulation of protein localization to cell periphery,0.10204901566894335,0.45434143295489854,0.09038191696474421,0.24397408934617723,1.208704172131049,75,PRKCI;ANXA13;VIL1;PIK3R1;ATP2C1;STAC2;CNST;PLS1;ATP2B4;CLIP3;GNAI1;ACSL3;ZDHHC8;LRP1;KCNJ11;EGFR;AKAP5;GPER1,MMMT,2,"descriptive; model-level, source-confounded",GO:1904377,positive regulation of protein localization to cell periphery
GO:0055094 response to lipoprotein particle,0.1022306967768614,0.4544333823831098,0.020643375700036087,-0.44168429887794125,-1.334348597554405,32,MYD88;SYK;APOE;ADTRP;TLR6;FGF21;ITGB2;CD36;CES1;TICAM1,MMMT,2,"descriptive; model-level, source-confounded",GO:0055094,response to lipoprotein particle
GO:0030500 regulation of bone mineralization,0.10243512301896324,0.45496590336551324,0.019648568393509303,-0.37293656070821585,-1.2753043760891685,75,S1PR1;FAM20C;FBN2;ADRB2;ALOX5;ISG15;SOX9;PTN;ENPP1;TWIST1;RFLNA;BMP2;VDR;RXRB;NOTUM;CYP27B1;OSR2;ECM1,MMMT,2,"descriptive; model-level, source-confounded",GO:0030500,regulation of bone mineralization
GO:0043567 regulation of insulin-like growth factor receptor signaling pathway,0.10254208175884576,0.45496590336551324,0.021365555134490323,-0.4971150209379782,-1.3558014080322727,19,CDH3;IGF1;AR;BMP2;NKX3-1;IGFBP6;IGFBP2;CILP;BMP5,MMMT,2,"descriptive; model-level, source-confounded",GO:0043567,regulation of insulin-like growth factor receptor signaling pathway
GO:0071318 cellular response to ATP,0.10257494713272795,0.45496590336551324,0.02152332039099197,-0.5100762565239907,-1.3589758111732868,17,PTGS2;P2RY1;SSH1;RYR3,MMMT,2,"descriptive; model-level, source-confounded",GO:0071318,cellular response to ATP
GO:0022411 cellular component disassembly,0.10284617077024621,0.455836417240428,0.019057557487793666,-0.30142830442554647,-1.141848478258323,423,MMP10;PRSS2;PLIN2;DKK1;LCP1;MMP1;STMN2;PHF23;ASB2;NES;GAK;ADRB2;SH3PXD2B;HMGA1;SPTBN2;SET;MMP2;KLK5;SMARCC1;EIF5A;WDR1;RAC2;CTDNEP1;F2RL1;CTSS;MMP9;TMOD1;SPTBN5;ADD2;ARID1A;TNF;IRAK3;IL1B;ITGAM;DFFA;MRRF;GABARAP;CAPG;FOXL2;NEK6;APEH;LIX1;GSN;CCDC88C;IL6;TRIM54;ADGRB3;NSF;PEX14;NMNAT1;CHMP4A;TWF2;PRSS1;MMP13;SMCR8;PLEK;NCKAP5;ACVR1C;FGF13;DNAJC17;TGFB3;KLK7;FLII;PRICKLE1;ENDOG;FAF2;CFL1;ENG;FAP;DDR1;AURKB;PLK3;KIF9;TRIM58;VPS33A;CX3CR1;RNF25;MYC;SH3GL1;HEMK1;VILL;CHMP4B;RUBCNL;SMARCD2;SPTAN1;MRPL58;GRWD1;ADD1,MMMT,2,"descriptive; model-level, source-confounded",GO:0022411,cellular component disassembly
GO:0014013 regulation of gliogenesis,0.10346675460653779,0.45791945761452424,0.019313976043342257,-0.35468644838476493,-1.2499151775368895,101,SPINT1;SERPINE2;TP73;CTNNB1;PTN;TNF;IL1B;CXCR4;EGR2;GJC2;HDAC1;MYB;PRMT5;IL6;NR2E1;RNF112;BMP2;LRP2;MDK;ASCL2;ZNF488;MECP2;IL34;TP53;TENM4;MAG;SOX11;NKX6-2;NOG;VEGFC;MTOR;RELA;DUSP10;RNF10;CDKN2B;TTBK1;KDM4A,MMMT,2,"descriptive; model-level, source-confounded",GO:0014013,regulation of gliogenesis
GO:1902229 regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.10343112879164594,0.45791945761452424,0.020328978311207602,-0.4271158263676239,-1.3225109751174067,37,CD44;CD74;ACKR3;RPL26;TRIM32;HNRNPK;CXCL12;SFRP2;PIAS4,MMMT,2,"descriptive; model-level, source-confounded",GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage
GO:0010633 negative regulation of epithelial cell migration,0.1037377015924536,0.4584512815288592,0.021614879165964856,-0.5256805097294727,-1.3601272717816033,15,TACSTD2;PTPRR;MCC;MARVELD3,MMMT,2,"descriptive; model-level, source-confounded",GO:0010633,negative regulation of epithelial cell migration
GO:0140052 cellular response to oxidised low-density lipoprotein particle stimulus,0.103732922337452,0.4584512815288592,0.021967733501800292,-0.5556904844802609,-1.3607108147322409,12,MYD88;ADTRP;TLR6;CD36;TICAM1;AKT1,MMMT,2,"descriptive; model-level, source-confounded",GO:0140052,cellular response to oxidised low-density lipoprotein particle stimulus
GO:0007616 long-term memory,0.10386767758822998,0.4585978059271088,0.02026323709631782,-0.42419374160026524,-1.3192254980026619,38,APOE;NFATC4;CCND2;SGK1;DRD2;SHANK1;EIF2AK4;EHMT2;MECP2;SRF;PTCHD1;RASGRF1;ARC;LRRN4,MMMT,2,"descriptive; model-level, source-confounded",GO:0007616,long-term memory
GO:0043536 positive regulation of blood vessel endothelial cell migration,0.10405162519760064,0.4585978059271088,0.019788517786091097,-0.39324894993563203,-1.294219441747937,55,PTGS2;FGFBP1;SRPX2;CD40;AMOT;STAT5A;FOXC2;ANXA1;ABL1;KDR;HDAC9;PRKD2;ATP5F1B;VEGFC;NOS3;AKT1;JCAD;HMOX1;HSPB1;ATP5F1A;ANGPT1;ETS1,MMMT,2,"descriptive; model-level, source-confounded",GO:0043536,positive regulation of blood vessel endothelial cell migration
GO:1902548 negative regulation of cellular response to vascular endothelial growth factor stimulus,0.10404571843251088,0.4585978059271088,0.04211631698791964,0.4242023109756866,1.3706356143998004,14,PIK3CB;ADGRA2;HRG;ATP2B4;SEMA6A,MMMT,2,"descriptive; model-level, source-confounded",GO:1902548,negative regulation of cellular response to vascular endothelial growth factor stimulus
"GO:2000562 negative regulation of CD4-positive, alpha-beta T cell proliferation",0.10407251639194379,0.4585978059271088,0.02192876151410231,-0.5554670588510551,-1.36016371580138,12,VSIR;LGALS9;ARG2;LGALS9C;LGALS9B;FOXP3,MMMT,2,"descriptive; model-level, source-confounded",GO:2000562,"negative regulation of CD4-positive, alpha-beta T cell proliferation"
GO:0000028 ribosomal small subunit assembly,0.10440692938116504,0.45865034958228335,0.021156297383822426,-0.49603827608454915,-1.35286475931541,19,ABT1;RPS14;PWP2;ERAL1;FAU;RPSA;RPS15;MRPS7;XRCC5;RPS27L;RRP7A;RPS5;RPS28;MCAT;METTL17,MMMT,2,"descriptive; model-level, source-confounded",GO:0000028,ribosomal small subunit assembly
GO:0007320 insemination,0.10470566427455445,0.45865034958228335,0.022018978272168963,-0.5677426526264049,-1.3584007631162334,11,SERPINE2;DDO;KLK14;P2RX1;OXTR,MMMT,2,"descriptive; model-level, source-confounded",GO:0007320,insemination
GO:0015671 oxygen transport,0.10446733575192649,0.45865034958228335,0.022046238028571585,-0.5679220269870174,-1.3588299404331257,11,HBE1;MB;HBA1;NGB;HBG2;CYGB,MMMT,2,"descriptive; model-level, source-confounded",GO:0015671,oxygen transport
GO:0016081 synaptic vesicle docking,0.10442794983363195,0.45865034958228335,0.040737362628426164,0.4522619161850301,1.3803382815872995,12,UNC13C;SNAP25;RIMS3;PPFIA3,MMMT,2,"descriptive; model-level, source-confounded",GO:0016081,synaptic vesicle docking
GO:0033559 unsaturated fatty acid metabolic process,0.10436534034856955,0.45865034958228335,0.019190963263329714,-0.35142485461468115,-1.2439695353231084,107,PTGS2;CD74;ALOXE3;PTGES2;PLA2G4A;PTGS1;ALOX5;GSTM1;PTGR1;IL1B;CYP2D7;CYP1A1;FAAH2;GSTM2;GSTA1;ALOX12B;HPGD;CYP2D6;CBR1;ELOVL4;ACOT8;ACAA1;ABCD1;PLA2G4F,MMMT,2,"descriptive; model-level, source-confounded",GO:0033559,unsaturated fatty acid metabolic process
GO:0044029 positive regulation of gene expression via chromosomal CpG island demethylation,0.10451660092474073,0.45865034958228335,0.021878076801718334,-0.5551694441255184,-1.359434951161762,12,OGG1;APOBEC3C;EGR1;APEX1,MMMT,2,"descriptive; model-level, source-confounded",GO:0044029,positive regulation of gene expression via chromosomal CpG island demethylation
GO:0140588 chromatin looping,0.1047632520259483,0.45865034958228335,0.018971304909270032,-0.33279853885492316,-1.2119838505150176,160,DDX31;MOV10L1;DDX39B;EIF4A1;SUPV3L1;DHX30;ERCC6;G3BP1;TOR1A;ERCC3;DDX10;NSF;CHD1L;MYO3A;DDX49;DDX51;DDX55;DHX37;SMPDL3A;ATP13A5;DHX33;DDX41;DDX43;MOV10;DHX34;DDX20;TWNK;RUVBL2;DDX54;NSMCE3;DDX28;UPF1;DHX16;DHX8;NSMCE1;IFIH1;DDX21;EIF4A3;DDX60L;BRD2;DDX19A;AFG3L2;INO80;RAD54L;ERCC2;DDX52;TDRD12;NTPCR;PIF1;TOR1B;DDX39A;DDX23;SNRNP200;DDX47;MCM7;RAD54L2;MCM2;DHX35;RUVBL1;CFTR;CTCF;DDX56;VCP;CHD3;ATP13A4,MMMT,2,"descriptive; model-level, source-confounded",GO:0140588,chromatin looping
GO:1902905 positive regulation of supramolecular fiber organization,0.1046961994674413,0.45865034958228335,0.01895906538261067,-0.3307734339421602,-1.2081295027319294,168,HSPA1A;CSF3;HSPA1B;APOE;STMN2;AMOT;PFN1;PYCARD;WDR1;F2RL1;RGCC;BRK1;WASF2;FES;CCL26;SYNPO2;GSN;LPAR1;EPHA1;PLEK;ARHGEF15;TGFB3;TNXB;CYFIP1;RHOC;VASP;PPM1E;RHOA;ABL1;AURKB;MECP2;CD47;FHOD1;SLAIN1;SDC4;TRIM27;ARPC2;FLNA;PSRC1;APOA1;CCL24;ALOX15;MAPRE1;C15orf62;FMN1;PXN,MMMT,2,"descriptive; model-level, source-confounded",GO:1902905,positive regulation of supramolecular fiber organization
GO:2000052 positive regulation of non-canonical Wnt signaling pathway,0.10472664570443249,0.45865034958228335,0.021503429674240602,-0.5249670911203542,-1.3582813975509649,15,DKK1;MLLT3;RSPO3;ABL1;CSNK1D,MMMT,2,"descriptive; model-level, source-confounded",GO:2000052,positive regulation of non-canonical Wnt signaling pathway
GO:0010458 exit from mitosis,0.10499803590821914,0.4586880496164203,0.020407625849932734,-0.4435193758615315,-1.3309709068451094,31,NFIA;RGCC;NPM2;CHMP4B;CDKN1C;CTDP1;MAD2L1BP;PHB2;UBE2S;RPL24;NFIB;PPP2R2D;CDCA5;CDC14A;UBE2C;BIRC5,MMMT,2,"descriptive; model-level, source-confounded",GO:0010458,exit from mitosis
GO:0031644 regulation of nervous system process,0.10490314894316291,0.4586880496164203,0.01913021484833186,-0.3507056752860135,-1.242460925261155,108,TMEM100;FGF12;GRIN2D;ADRB2;RIMS2;GRIN2B;F2R;GRIN2A;TNF;RGS4;EGR2;SHANK1;ITGAX;SHISA9;SSH1;ZNF488;NCMAP;DVL1;TENM4;MAG;ITGA2;HTR2C;CST7;CELF4;SLC8A2;WNT7A;EIF4A3;NRXN1;GPR35;NOS3;RNF10;NRDC;TYMP,MMMT,2,"descriptive; model-level, source-confounded",GO:0031644,regulation of nervous system process
GO:0032621 interleukin-18 production,0.10511864055538286,0.4586880496164203,0.02171039750040749,-0.5433436175706527,-1.356985086942411,13,GBP5;TNF;CASP1,MMMT,2,"descriptive; model-level, source-confounded",GO:0032621,interleukin-18 production
GO:0032661 regulation of interleukin-18 production,0.10511864055538286,0.4586880496164203,0.02171039750040749,-0.5433436175706527,-1.356985086942411,13,GBP5;TNF;CASP1,MMMT,2,"descriptive; model-level, source-confounded",GO:0032661,regulation of interleukin-18 production
GO:1901201 regulation of extracellular matrix assembly,0.10514901186733923,0.4586880496164203,0.020994894436000163,-0.4903065408071057,-1.3515181062564345,20,SOX9;RGCC;TIE1;AGT;HAS2,MMMT,2,"descriptive; model-level, source-confounded",GO:1901201,regulation of extracellular matrix assembly
GO:0070193 synaptonemal complex organization,0.10573454409752457,0.46091165781867166,0.04907630166065788,0.34913317369672825,1.3254595968350729,24,SYCP2;HSPA2;P3H4;HORMAD1;TEX15;MEIOC;SYCE3;MLH3,MMMT,2,"descriptive; model-level, source-confounded",GO:0070193,synaptonemal complex organization
