model_or_reference	run_id	metric	value	unit	denominator	target_file_id	source_path	status	notes
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_before_filtering	116685124	reads (R1+R2)	all reads in provider BAM converted to FASTQ		wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_total_reads_after_filtering	113508306	reads (R1+R2)	reads passing fastp --length_required 15 (adapter trimming disabled)		wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_q30_rate_after_filtering	0.915	fraction of bases	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_gc_content_after_filtering	0.4498	fraction	bases after filtering		wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_duplication_rate	0.098	fraction of reads	fastp sequence-level estimate before alignment		wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_insert_size_peak	162	bp	fastp overlap-based estimate		wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	fastp_read_length_mean_R1	100	bp			wes/sarek_3.5.1_run/reports/fastp/OV2085_P64/OV2085_P64-7.fastp.json	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_raw_total_sequences	113508306	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped	113397095	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_mapped_and_paired	113390120	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_properly_paired	112081162	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_duplicated	16907627	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_MQ0	14830760	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_reads_unmapped	111211	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_error_rate	5.019655e-03	fraction	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_length	100	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_average	262.0	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_insert_size_standard_deviation	114.7	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_percentage_of_properly_paired_reads_pct	98.7	percent	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_bases_mapped_cigar	11345796891	bp	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_md_average_quality	38.0	reads	all reads, genome-wide (duplicate-marked CRAM)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.md.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_raw_total_sequences	77400292	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped	77397996	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_mapped_and_paired	77394982	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_properly_paired	76948820	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_duplicated	11639441	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_MQ0	8845548	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_reads_unmapped	2296	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_error_rate	4.281973e-03	fraction	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_length	100	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_average	243.4	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_insert_size_standard_deviation	101.2	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_percentage_of_properly_paired_reads_pct	99.4	percent	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_bases_mapped_cigar	7723523669	bp	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	samtools_stats_recal_average_quality	33.7	reads	reads retained after per-interval ApplyBQSR (interval-restricted CRAM used for calling)		wes/sarek_3.5.1_run/reports/samtools/OV2085_P64/OV2085_P64.recal.cram.stats	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_genome	2.77	x	whole reference (3213390628 bp)		wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.summary.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_mean_depth_target	75.20	x	target bases (63709951 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_100x	0.19	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_50x	0.55	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_30x	0.79	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_20x	0.90	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_10x	0.96	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_md_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.md.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_genome	1.94	x	whole reference (3092843764 bp)		wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.summary.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_mean_depth_target	75.20	x	target bases (63709444 bp, --by intervals_sorted.bed)	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.summary.txt	found	mean of per-base depth over the target footprint; mosdepth counts duplicates unless flagged (Sarek default)
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_100x	0.19	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_50x	0.55	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_30x	0.79	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_20x	0.90	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_10x	0.96	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	mosdepth_recal_fraction_target_bases_ge_1x	0.99	fraction	target bases	intervals_sorted.bed (242,421 hg38 intervals lifted from SeqCap EZ Exome v3; 63,709,951 bp summed, 63,514,049 bp merged)	wes/sarek_3.5.1_run/reports/mosdepth/OV2085_P64/OV2085_P64.recal.mosdepth.region.dist.txt	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	gatk_calculatecontamination_estimate	0.0039035532372166996	fraction	GetPileupSummaries on af-only-gnomad.hg38 sites within calling intervals; tumour-only		wes/sarek_3.5.1_run/variant_calling/mutect2/OV2085_P64/OV2085_P64.mutect2.contamination.table	found	cross-sample contamination estimate, error=0.001224962585545167; not a stock-authentication result
OV2085_P64	nf-core/sarek 3.5.1 run angry_kilby (session 26cf85bf, Slurm 3377445, 2025-10-24, failed at GETPILEUPSUMMARIES TOV3133D_P66)	cnvkit_reads_in_target_bins	53010139	reads	mapped reads in recal BAM (interval-restricted)	cnvkit.reference.target-tmp.bed (242,421 bins)	wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV2085_P64.9d_5053b19362a37673e25e6137ef2449/.command.err	found	
OV2085_P64	nf-core/sarek 3.5.1 run angry_kilby (session 26cf85bf, Slurm 3377445, 2025-10-24, failed at GETPILEUPSUMMARIES TOV3133D_P66)	cnvkit_percent_mapped_reads_in_target_bins	68.456	percent	77436567 mapped reads in recal BAM (interval-restricted, so not a genome-wide on-target fraction)	cnvkit.reference.target-tmp.bed (242,421 bins)	wes/sarek_3.5.1_run/task_evidence/oct24_CNVKIT_BATCH_OV2085_P64.9d_5053b19362a37673e25e6137ef2449/.command.err	found	Sarek-internal CNVkit batch (flat reference) task log; recal CRAM excludes off-interval reads, so genome-wide on-target fraction must use md CRAM stats
OV2085_P64	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	81.81	x	63514049 bp in 290475 target bins (CNVkit depth column)	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV2085_P64_new/OV2085_P64.targetcoverage.cnn	found	derived here from the retained coverage file; not a pipeline-reported number
OV2085_P64	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	1569	bins	290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV2085_P64_new/OV2085_P64.targetcoverage.cnn	found	derived here
