model_or_reference	run_id	metric	value	unit	denominator	target_file_id	source_path	status	notes
TOV81D_P23	nf-core/sarek 3.5.1 run angry_allen (session 26cf85bf-0ac3-4237-8f48-c36b2ab20bd2, Slurm 3273686, completed 2025-10-23 23:48:40 EDT)	vcftools_filtered_vcf_PASS_records	949	records	records in mutect2.filtered.vcf.gz		wes/sarek_3.5.1_run/reports/vcftools/mutect2/TOV81D_P23/TOV81D_P23.mutect2.filtered.FILTER.summary	found	
SRR4039087	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	95.47	x	63514049 bp in 290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039087.sorted.targetcoverage.cnn	found	public CNV-reference exome (PRJNA339046); derived here from retained coverage file; identical copies exist in all 23 model directories
SRR4039087	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	41795	bins	290475 bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039087.sorted.targetcoverage.cnn	found	derived here
SRR4039087	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_antitarget_mean_depth_length_weighted	0.63	x	2580384051 bp in 42709 antitarget bins	intervals.antitarget.bed (42,709 bins)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039087.sorted.antitargetcoverage.cnn	found	public CNV-reference exome (PRJNA339046); derived here from retained coverage file; identical copies exist in all 23 model directories
SRR4039087	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_antitarget_bins_zero_depth	1076	bins	42709 bins	intervals.antitarget.bed (42,709 bins)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039087.sorted.antitargetcoverage.cnn	found	derived here
SRR4039087	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	fastp_total_reads						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039087	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	markduplicates_PERCENT_DUPLICATION						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039087	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	samtools_stats_reads_mapped						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039087	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	mosdepth_mean_depth_target						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039087	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	gatk_calculatecontamination_estimate						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039088	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	83.75	x	63514049 bp in 290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039088.sorted.targetcoverage.cnn	found	public CNV-reference exome (PRJNA339046); derived here from retained coverage file; identical copies exist in all 23 model directories
SRR4039088	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	48010	bins	290475 bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039088.sorted.targetcoverage.cnn	found	derived here
SRR4039088	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_antitarget_mean_depth_length_weighted	0.54	x	2580384051 bp in 42709 antitarget bins	intervals.antitarget.bed (42,709 bins)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039088.sorted.antitargetcoverage.cnn	found	public CNV-reference exome (PRJNA339046); derived here from retained coverage file; identical copies exist in all 23 model directories
SRR4039088	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_antitarget_bins_zero_depth	1115	bins	42709 bins	intervals.antitarget.bed (42,709 bins)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039088.sorted.antitargetcoverage.cnn	found	derived here
SRR4039088	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	fastp_total_reads						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039088	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	markduplicates_PERCENT_DUPLICATION						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039088	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	samtools_stats_reads_mapped						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039088	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	mosdepth_mean_depth_target						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039088	bwa-mem2 alignment via cnvkit/normal_samples/run_bwa.sh (Slurm 4401780/4439216/4459055, 2025-11-13/14)	gatk_calculatecontamination_estimate						not produced	normal exomes were aligned outside Sarek; no FastQC/fastp/MarkDuplicates/mosdepth/flagstat output exists for them in the searched roots
SRR4039089	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_mean_depth_length_weighted	75.85	x	63514049 bp in 290475 target bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039089.sorted.targetcoverage.cnn	found	public CNV-reference exome (PRJNA339046); derived here from retained coverage file; identical copies exist in all 23 model directories
SRR4039089	manual CNVkit 0.9.10 batch (apptainer image cnvkit-0.9.10--pyhdfd78af_0.img), outputs dated 2025-11-14 to 2025-12-03	cnvkit_target_bins_zero_depth	31560	bins	290475 bins	intervals_sorted.target.bed (290,475 CNVkit autobin-split target bins, sha256 2177970f...; 63,514,049 bp)	wes/cnvkit_0.9.10_manual/OV1369_R2_P66_new/SRR4039089.sorted.targetcoverage.cnn	found	derived here
